artist,genre,score,author
Lindstrøm,Electronic,8.4,Tim Finney
Justice,Electronic,5.7,Tom Breihan
Bobby Bare Jr.,Rock,7.0,Stephen M. Deusner
Working for a Nuclear Free City,Rock,7.8,Marc Hogan
The Walkmen,Rock,5.1,Jason Crock
The Curtains,Pop/R&B,7.4,Jessica Suarez
Young Knives,"Electronic,Rock",7.3,Adam Moerder
Tom Moulton,Pop/R&B,8.7,Alex Linhardt
Bright Eyes,Rock,6.4,Brian Howe
The Nice Boys,Pop/R&B,7.4,Adam Moerder
Dosh,"Electronic,Rap",7.7,Grayson Currin
Flying Canyon,Folk/Country,7.9,Brandon Stosuy
Portastatic,"Experimental,Rock",7.6,David Raposa
LCD Soundsystem,"Electronic,Rock",8.0,Dominique Leone
Nicolay,Pop/R&B,4.4,Grayson Currin
Alan Singley & Pants Machine,Rock,6.9,Jason Crock
Doubled Yellow Swans,,7.7,Marc Masters
Cold War Kids,"Electronic,Rock",5.0,Marc Hogan
Clinic,"Electronic,Experimental,Rock",7.0,Stuart Berman
Envy,Rock,6.3,Zach Baron
Joseph Arthur,Rock,6.6,Stephen M. Deusner
Viva Voce,Rock,8.0,Joe Tangari
Badly Drawn Boy,Rock,2.8,Ryan Dombal
Peter Bjorn and John,Rock,8.5,Marc Hogan
Rafter,Rock,7.3,John Motley
Born Ruffians,Rock,6.3,Mark Richardson
Lake of Dracula,"Experimental,Rock",8.0,Marc Masters
Malajube,Rock,8.2,Brian Howe
Goldfrapp,Pop/R&B,7.2,Nitsuh Abebe
Darkel,"Electronic,Pop/R&B",4.7,Marc Hogan
Boduf Songs,Folk/Country,7.0,Joe Tangari
120 Days,Rock,7.6,Brian Howe
Klaxons,"Electronic,Rock",7.7,William Bowers
Tim Hecker,Experimental,8.7,Mark Richardson
Judah Johnson,Rock,6.0,Brian Howe
The Mooney Suzuki,"Electronic,Rock",7.6,Stuart Berman
Robbie Basho,Rock,7.8,Joe Tangari
Oxford Collapse,Rock,7.9,Jason Crock
Chavez,"Experimental,Metal,Rock",9.4,Matt LeMay
Tim Buckley,Rock,6.1,Stephen M. Deusner
Sunburned Hand of the Man,"Experimental,Rock",7.4,Matthew Murphy
Phon,Rock,7.8,Grayson Currin
Robert Pollard,Rock,6.4,Jason Crock
Albert Hammond Jr.,Rock,6.9,Marc Hogan
Easy Star All-Stars,Global,7.0,Joe Tangari
The Low Lows,Rock,7.3,Mark Richardson
Aberdeen,Rock,7.7,Marc Hogan
Trentemøller,"Electronic,Pop/R&B",7.2,Philip Sherburne
Beach House,Rock,8.1,Mark Pytlik
Chin Up Chin Up,Pop/R&B,7.3,Jason Crock
Robyn Hitchcock & the Venus 3,Rock,7.6,Joe Tangari
Xasthur,"Metal,Rock",7.8,Brandon Stosuy
The Blood Brothers,,6.2,Jason Crock
What Made Milwaukee Famous,Rock,5.9,William Bowers
Lou Reed,Rock,8.5,Stuart Berman
Califone,Rock,8.7,Amanda Petrusich
Wovenhand,Folk/Country,6.8,Grayson Currin
Awesome Color,Rock,5.6,Marc Masters
Susanna and the Magical Orchestra,Electronic,7.4,Brandon Stosuy
Ho-Ag,Rock,7.6,Jason Crock
Pet Shop Boys,Electronic,8.1,Nitsuh Abebe
Okkervil River,Rock,8.1,Stephen M. Deusner
Teddybears,Rock,5.2,Sean Fennessey
Lisa Germano,Pop/R&B,7.5,David Raposa
Rhythm & Sound,Electronic,7.7,Philip Sherburne
Subtle,"Rap,Rock",8.0,Chris Dahlen
The Killers,Rock,5.9,Rob Mitchum
Kaki King,"Folk/Country,Jazz,Rock",4.7,Judson Picco
As Tall as Lions,Rock,5.3,John Motley
Noxagt,"Experimental,Rock",7.5,Marc Masters
Beck,Rock,6.9,Ryan Dombal
Canada,,3.4,Marc Hogan
Jeffrey Lewis & the Jitters,,6.5,Marc Hogan
Nina Nastasia,Rock,7.5,Chris Dahlen
Sean Lennon,Pop/R&B,6.7,Stuart Berman
The Decemberists,Rock,8.4,Stephen M. Deusner
Jet,Rock,0.0,Ray Suzuki
Silversun Pickups,Rock,5.0,Rachel Khong
Mansun,Rock,6.5,Stuart Berman
Ludacris,Rap,5.8,Tom Breihan
The Hold Steady,Rock,9.4,Scott Plagenhoef
Wzt Hearts,"Experimental,Rock",7.2,Zach Baron
The Changes,Rock,6.7,Jason Crock
Hell on Wheels,Rock,7.4,Stephen M. Deusner
The Dears,Rock,6.7,Rachel Khong
The Byrds,Rock,8.3,Joe Tangari
Marble Valley,Rock,6.3,John Motley
Ike Yard,Electronic,7.3,Matthew Murphy
The Fix,"Metal,Rock",7.4,Zach Baron
The Lemonheads,Rock,6.8,Nitsuh Abebe
Mercury Rev,Rock,8.3,Stuart Berman
Jucifer,"Metal,Rock",6.6,Cory D. Byrom
Radio Citizen,Jazz,8.2,Joe Tangari
Sparklehorse,Rock,8.3,Stephen M. Deusner
Four Tet,Electronic,6.8,Mark Richardson
Señor Coconut,"Electronic,Pop/R&B",8.3,Mark Richard-San
Paul Schneider,"Pop/R&B,Rock",7.3,Joe Tangari
Dani Siciliano,Jazz,6.0,Mark Richardson
The Polyphonic Spree,Rock,6.2,Marc Hogan
My Morning Jacket,Rock,7.2,Stephen M. Deusner
Alexi Murdoch,Rock,5.7,Grayson Currin
The Black Neon,"Electronic,Rock",6.2,Adam Moerder
Now It's Overhead,Rock,6.6,Brian Howe
Akron/Family,"Experimental,Rock",7.2,Stuart Berman
Scissor Sisters,"Electronic,Pop/R&B",7.3,Mark Pytlik
The Album Leaf,"Electronic,Rock",6.8,Matthew Murphy
Sol Seppy,"Pop/R&B,Rock",7.1,Stephen M. Deusner
The Sleepy Jackson,Rock,7.8,Stuart Berman
Art of Noise,"Electronic,Experimental,Rock",7.4,Jess Harvell
Jane's Addiction,Rock,8.5,Mark Richardson
Spencer Dickinson,,4.4,Stephen M. Deusner
"Acid Mothers Temple, The Melting Paraiso U.F.O.","Experimental,Rock",7.0,Matthew Murphy
Candy Bars,Rock,7.4,Marc Hogan
Wolf Eyes,Experimental,8.2,Marc Masters
Lupe Fiasco,Rap,7.9,Sean Fennessey
Gosling,Rock,5.5,Cory D. Byrom
Dr. Dog,Rock,5.6,John Motley
Bound Stems,Pop/R&B,7.8,Jason Crock
Missy Elliott,Rap,9.2,Jess Harvell
Mastodon,Metal,8.7,Brandon Stosuy
The Big Sleep,Pop/R&B,6.1,Cory D. Byrom
Channels,Metal,6.6,Jason Crock
Brazilian Girls,Rock,7.8,Nitsuh Abebe
Emily Haines & the Soft Skeleton,Rock,7.3,Ryan Dombal
DJ Shadow,Electronic,5.8,Alex Linhardt
Scanners,"Electronic,Rock",5.7,Stuart Berman
Eric Matthews,"Folk/Country,Pop/R&B",6.4,Joe Tangari
Christina Carter,"Experimental,Rock",7.8,Matthew Murphy
The Hidden Cameras,Rock,5.6,Marc Hogan
Bonnie “Prince” Billy,Folk/Country,8.2,Matt LeMay
Charlotte Gainsbourg,Pop/R&B,5.8,Marc Hogan
Catfish Haven,Rock,6.2,Brian Howe
The Whitest Boy Alive,"Electronic,Rock",7.1,Rob Mitchum
R.E.M.,Rock,9.7,Stephen M. Deusner
Daughters,Rock,6.7,Zach Baron
Uzeda,Rock,7.2,Adam Moerder
Richard Buckner,Rock,7.5,Brian Howe
Xiu Xiu,"Experimental,Rock",8.0,Brandon Stosuy
Fujiya & Miyagi,"Electronic,Rock",8.3,William Bowers
Peeping Tom,"Metal,Rock",6.2,David Raposa
Hella,"Experimental,Rock",6.6,Matthew Murphy
The Capitol Years,"Electronic,Rock",7.8,Joe Tangari
Magnolia Electric Co.,Rock,7.4,Zach Baron
Justin Timberlake,Pop/R&B,8.1,Tim Finney
Adem,Rock,6.2,Sam Ubl
Pony Up!,Rock,6.0,David Raposa
Tap Tap,Rock,7.7,William Bowers
The Mars Volta,Rock,3.5,Brandon Stosuy
The Rapture,"Electronic,Rock",7.8,Rob Mitchum
Arthur Russell,Experimental,7.7,Matthew Murphy
Roman Candle,Rock,7.6,Brian Howe
The Black Keys,Rock,6.0,Jason Crock
Yo La Tengo,Rock,8.3,Mark Richardson
The Tyde,Rock,6.0,Marc Hogan
The Little Ones,Rock,7.0,Rachel Khong
The Citizens,Rock,7.9,Joe Tangari
Pinback,Rock,6.6,William Bowers
The Beach Boys,Rock,9.4,Dominique Leone
Purified in Blood,"Metal,Rock",5.8,Cory D. Byrom
The Kingdom,Rock,6.4,John Motley
The Life Force Trio,Jazz,7.8,Mark Richardson
Mouse on Mars,Electronic,7.1,Mark Richardson
Beyoncé,Pop/R&B,7.2,Tim Finney
The Grates,"Electronic,Rock",5.9,Sean Fennessey
Brian Posehn,"Metal,Rock",6.2,Stuart Berman
Radio Birdman,Rock,7.5,Matthew Murphy
Stereolab,Experimental,8.5,Nitsuh Abebe
Grizzly Bear,Rock,8.7,Mark Richardson
The Village Green,Rock,5.6,John Motley
Eric Bachmann,Rock,6.9,John Motley
Prince,"Pop/R&B,Rock",8.6,Mark Richardson
Basement Jaxx,Electronic,7.4,Jess Harvell
Memphis,Rock,6.4,Rob Mitchum
Pajo,Rock,7.4,Brian Howe
John Cale,Rock,9.5,Matthew Murphy
New York Dolls,Rock,6.0,Stuart Berman
Heartless Bastards,Rock,6.7,Stephen M. Deusner
Snowglobe,Rock,7.5,Joe Tangari
The Roots,Rap,7.7,Ryan Dombal
Supersystem,"Electronic,Rock",5.0,Adam Moerder
Spielerfrau,Rock,7.5,Brian Howe
Agalloch,"Metal,Rock",8.0,Brandon Stosuy
Kelis,Rap,7.5,Tim Finney
M. Ward,Rock,8.2,Joe Tangari
Venice Is Sinking,Rock,7.0,Cory D. Byrom
Lullaby Baxter,"Jazz,Pop/R&B",7.0,Marc Hogan
Unai,Electronic,7.8,Tim Finney
Hot Snakes,Rock,7.3,Jason Crock
Bob Dylan,Rock,8.3,Amanda Petrusich
Dirty Projectors,Rock,6.3,Jason Crock
Jennifer O'Connor,Rock,7.9,Stephen M. Deusner
Lambchop,Rock,6.8,Stephen M. Deusner
Broadcast,Electronic,7.5,Nitsuh Abebe
Public Enemy,Rap,4.7,Sean Fennessey
Birdmonster,Rock,5.6,William Bowers
Metalux,"Experimental,Rock",7.0,Zach Baron
Jason Molina,Rock,7.9,Rob Mitchum
The Cure,Rock,6.9,Nitsuh Abebe
Little Annie,Rock,6.0,Rachel Khong
Laura Veirs,Rock,7.5,Stephen M. Deusner
DJ Quik,Rap,8.1,Sean Fennessey
Chad VanGaalen,Rock,7.5,Stuart Berman
The Mountain Goats,Rock,7.6,Tom Breihan
The Minders,"Pop/R&B,Rock",6.6,Stuart Berman
This Will Destroy You,"Metal,Rock",6.9,Cory D. Byrom
Wooden Wand and the Sky High Band,Folk/Country,7.8,Matthew Murphy
J Dilla,Rap,7.4,Brian Howe
Cursive,Rock,6.7,Sam Ubl
Absentee,"Electronic,Rock",7.1,Marc Hogan
Snowden,Rock,7.2,Marc Hogan
Wasteland,Rock,7.6,Matthew Murphy
My Brightest Diamond,Rock,8.1,John Motley
The Thermals,Rock,8.5,Amanda Petrusich
DJ Khaled,Rap,7.2,Tom Breihan
The Sadies,Rock,7.5,Stephen M. Deusner
Ratatat,Electronic,6.0,Sam Ubl
OutKast,Rap,6.7,Jess Harvell
Headlights,Rock,6.7,John Motley
Rick Ross,Rap,5.4,Sam Ubl
Nouvelle Vague,Rock,5.9,Stuart Berman
Tokyo Police Club,"Electronic,Rock",7.9,Adam Moerder
The Delgados,Rock,8.5,Stuart Berman
Tortoise,"Experimental,Rock",9.2,Jess Harvell
Say Hi to Your Mom,Rock,5.3,Brian Howe
Blood Meridian,Rock,7.0,Sam Ubl
Alan Sparhawk,Rock,7.0,Jason Crock
Masta Killa,Rap,7.2,Ryan Dombal
Junior Boys,"Electronic,Rock",9.0,Mark Pytlik
Eluvium,Electronic,7.0,Matthew Murphy
So Many Dynamos,Pop/R&B,7.3,Cory D. Byrom
Comets On Fire,"Experimental,Rock",7.7,Jason Crock
I'm From Barcelona,Rock,8.4,Marc Hogan
Knut,"Metal,Rock",4.9,Cory D. Byrom
Kalas,"Metal,Rock",6.4,Brandon Stosuy
My Robot Friend,Electronic,6.7,Matthew Murphy
Unai,Electronic,7.3,Tim Finney
Bonnie “Prince” Billy,Folk/Country,6.9,Alex Linhardt
Mew,Rock,8.4,Nitsuh Abebe
Tam,Rock,6.6,Brian Howe
Planningtorock,"Electronic,Rock",7.6,Jessica Suarez
Excepter,"Experimental,Rock",7.6,Brian Howe
Sigur Rós,Rock,5.7,Ryan Dombal
Sebadoh,"Experimental,Rock",9.3,Brandon Stosuy
Eugene Mirman,Experimental,6.7,William Bowers
Ali Farka Touré,"Folk/Country,Global,Pop/R&B",8.1,Joe Tangari
Luna,Rock,7.3,John Motley
The Jesus and Mary Chain,Rock,9.6,Nitsuh Abebe
Erase Errata,Rock,7.9,David Raposa
Meg & Dia,Rock,4.7,Zach Baron
Ladyhawk,Rock,7.1,Stuart Berman
The Long Winters,Rock,7.7,Rachel Khong
Xiu Xiu,"Experimental,Rock",8.0,William Bowers
Matthew Friedberger,,5.0,Rob Mitchum
Weird Weeds,,5.7,John Motley
Klee,Rock,6.4,Adam Moerder
Quantic,"Electronic,Jazz,Pop/R&B",7.6,Joe Tangari
Professor Murder,"Electronic,Rock",8.3,Sam Ubl
Les Savy Fav,Rock,7.6,Chip Chanko
"¡Forward, Russia!","Electronic,Rock",6.2,Stuart Berman
Priestess,"Metal,Rock",7.3,Tom Breihan
Fovea Hex,Electronic,7.4,Matthew Murphy
A Cloud Mireya,,7.7,Rob Mitchum
Spoon,Rock,7.5,Brian Howe
Our Brother the Native,"Experimental,Folk/Country",5.6,Mark Richardson
About,Pop/R&B,7.5,Rob Mitchum
Chatham County Line,Folk/Country,7.1,Joe Tangari
Jurassic 5,Rap,4.1,Tom Breihan
Guillemots,Rock,8.3,Marc Hogan
Cursor Miner,Electronic,6.4,Mark Richardson
Avarus,"Experimental,Rock",7.1,Matthew Murphy
Vapnet,Rock,8.3,Stephen M. Deusner
Golden Smog,Rock,6.4,Marc Hogan
MSTRKRFT,Electronic,5.9,Rob Mitchum
First Nation,Experimental,5.6,Brandon Stosuy
Don Caballero,"Experimental,Metal,Rock",5.3,Matt LeMay
Hush Arbors,"Experimental,Rock",7.4,Matthew Murphy
The Blood Brothers,,5.5,Jason Crock
The Pipettes,Pop/R&B,8.4,Scott Plagenhoef
Helmet,Metal,6.3,David Raposa
Gigi,"Global,Pop/R&B",7.6,Joe Tangari
Midlake,"Experimental,Rock",6.8,Marc Hogan
Björk,"Electronic,Pop/R&B",5.9,Mark Pytlik
Ice Cube,Rap,3.8,Tom Breihan
White Whale,Rock,6.9,John Motley
Mark Fosson,Rock,7.6,Zach Baron
Sex Pistols,Rock,3.8,David Raposa
Pharrell,Pop/R&B,3.9,Sean Fennessey
JR Ewing,Rock,4.4,Zach Baron
Mike Johnson,Rock,7.5,Joe Tangari
Current 93,Experimental,8.0,Alex Linhardt
Razorlight,"Electronic,Rock",2.8,Adam Moerder
XTC,"Electronic,Rock",7.8,Chris Dahlen
David Bazan,Rock,5.0,John Motley
Tied & Tickled Trio,"Electronic,Jazz",7.6,Joe Tangari
Old 97's,Rock,8.2,Stephen M. Deusner
Rhymefest,Rap,8.0,Peter Macia
Depeche Mode,"Electronic,Rock",7.5,Nitsuh Abebe
The OhSees,,4.1,Cory D. Byrom
Dub Trio,Pop/R&B,5.9,Brian Howe
Jim Noir,Rock,7.2,Sam Ubl
French Kicks,"Electronic,Rock",6.0,Adam Moerder
James Figurine,Electronic,5.2,Brian Howe
The Legends,Rock,3.8,Stephen M. Deusner
Dabrye,Rap,5.2,Ryan Dombal
Barry Adamson,"Electronic,Rock",7.5,Joe Tangari
Lily Allen,Pop/R&B,8.3,Mark Pytlik
Richard Thompson,Folk/Country,7.1,Stephen M. Deusner
Marc Leclair,Electronic,8.1,Mark Richardson
Shapes and Sizes,Rock,6.9,Chris Dahlen
Girl Talk,Electronic,8.4,Sean Fennessey
Murder by Death,Rock,5.3,Zach Baron
An Albatross,"Experimental,Rock",5.6,Adam Moerder
The Longcut,Rock,7.6,Sam Ubl
Au Revoir Simone,"Electronic,Rock",7.5,Brian Howe
Frog Eyes,Rock,5.2,John Motley
Sam Roberts,Rock,6.7,Cory D. Byrom
Swell Maps,"Experimental,Rock",6.7,Joe Tangari
The Cairo Gang,Rock,7.3,Jason Crock
Peaches,Electronic,6.5,Nitsuh Abebe
Caribou,Rock,7.9,Mark Richardson
Gomez,Rock,5.1,Joe Tangari
Alias and Tarsier,,7.0,Brian Howe
Christian Kiefer,Folk/Country,7.4,Matthew Murphy
CSS,"Electronic,Rock",6.0,Tom Breihan
Boris,"Metal,Rock",8.0,Brandon Stosuy
Anathallo,Rock,2.7,Marc Hogan
Kid606,Electronic,6.9,Matthew Murphy
Lithops,Electronic,7.8,Mark Richardson
The Divine Comedy,Pop/R&B,7.5,Marc Hogan
Sufjan Stevens,Folk/Country,7.2,Chris Dahlen
Boy Kill Boy,Rock,5.1,Rachel Khong
The Court & Spark,Folk/Country,5.3,David Raposa
Scritti Politti,"Electronic,Rock",8.1,Nitsuh Abebe
Plaid,Electronic,5.8,Mark Richardson
Thom Yorke,"Electronic,Rock",6.6,Mark Pytlik
Elvis Costello,Rock,6.1,Jason Crock
The Gersch,,6.4,Zach Baron
Nick Castro and the Young Elders,Folk/Country,7.0,Matthew Murphy
Oneida,Rock,7.2,Jason Crock
Madonna,Pop/R&B,3.3,Stephen M. Deusner
Towers of London,Rock,1.5,Adam Moerder
Meneguar,Rock,6.7,Cory D. Byrom
Parenthetical Girls,Rock,7.9,William Bowers
Johnny Cash,Folk/Country,7.8,Stephen M. Deusner
The Handsome Family,Rock,6.7,Matthew Murphy
Entrance,Rock,7.6,Stephen M. Deusner
Muse,Rock,4.2,Sam Ubl
TV on the Radio,Rock,9.1,Chris Dahlen
Sound Team,Rock,3.7,Marc Hogan
Micah P. Hinson,Rock,7.3,Brian Howe
The Diableros,Rock,8.4,Sam Ubl
Sway,Rap,8.1,Ryan Dombal
Howlin Rain,Rock,7.1,Brandon Stosuy
The Robot Ate Me,Rock,6.1,Brian Howe
Gram Parsons,Rock,9.2,Stephen M. Deusner
Dr. Dre,Rap,8.5,Sean Fennessey
Busta Rhymes,Rap,2.4,Sean Fennessey
Scott Solter,Electronic,7.1,Cory D. Byrom
Cex,Electronic,7.4,Jason Crock
Dr. Octagon,Rap,4.3,Tom Breihan
Serge Gainsbourg,Pop/R&B,7.7,Alex Linhardt
Susumu Yokota,"Electronic,Global",5.5,Mark Richardson
Mojave 3,Rock,7.2,Nitsuh Abebe
Fatboy Slim,Electronic,6.7,Marc Hogan
This Heat,Experimental,9.0,Jess Harvell
Agoraphobic Nosebleed,Metal,6.0,Zach Baron
Yung Joc,"Pop/R&B,Rap",3.2,Tom Breihan
DeVotchKa,Rock,7.9,William Bowers
Asobi Seksu,"Experimental,Rock",8.3,Joe Tangari
Four Tet,Electronic,8.1,Mark Richardson
The Like Young,Rock,6.3,Joe Tangari
Amps for Christ,"Experimental,Rock",7.7,Zach Baron
Cibelle,Rock,7.5,Brian Howe
Nelly Furtado,Pop/R&B,6.4,Sean Fennessey
Brightblack Morning Light,Rock,8.2,Brandon Stosuy
Single Frame,Rock,5.0,Sam Ubl
South,Rock,7.1,Joe Tangari
The Red Krayola,Rock,8.0,Alex Linhardt
Dirty on Purpose,Rock,7.7,Zach Baron
"Lil Wayne, DJ Drama","Rap,Pop/R&B",8.1,Peter Macia
The New Cars,Rock,2.8,Marc Hogan
Smoosh,Rock,7.1,Rachel Khong
The Paper Chase,"Electronic,Experimental,Metal,Rock",7.7,Jason Crock
Burial,"Electronic,Experimental",8.0,Tim Finney
The Presets,"Electronic,Rock",3.7,Marc Hogan
The Fever,"Electronic,Rock",6.4,Adam Moerder
Stuart A. Staples,Pop/R&B,7.8,Joe Tangari
Barbara Morgenstern,"Electronic,Rock",8.0,Mark Pytlik
Frank Black,Rock,6.4,Joe Tangari
SCSI-9,Electronic,7.1,Tim Finney
Coachwhips,"Electronic,Experimental,Rock",7.0,Adam Moerder
The Black Keys,Rock,7.0,Sean Fennessey
Luna,Rock,8.1,Joe Tangari
Keane,Rock,4.1,David Raposa
Bardo Pond,Rock,6.2,Mia Lily Clarke
The Radio Dept.,Pop/R&B,7.4,John Motley
"Matt Valentine and Erika Elder, The Bummer Road",,7.9,Matthew Murphy
Zero 7,Electronic,3.2,Mark Pytlik
Jolie Holland,Rock,6.9,Stephen M. Deusner
Tunng,"Electronic,Rock",7.0,Matthew Murphy
Ricardo Villalobos,Electronic,7.5,Philip Sherburne
Mr. Lif,Rap,7.9,Peter Macia
Young People,Rock,6.6,Matt LeMay
The Congos & Friends,,7.4,Joe Tangari
Metallic Falcons,Rock,7.4,Matthew Murphy
Smog,Rock,7.4,Brian Howe
Melvins,"Metal,Rock",5.7,Cory D. Byrom
Wizardzz,,6.9,Brandon Stosuy
The Old Haunts,Rock,7.4,Stephen M. Deusner
Evangelicals,Rock,8.1,Stuart Berman
The Replacements,Rock,8.8,Mark Richardson
Mobb Deep,Rap,4.6,Tom Breihan
Growing,"Experimental,Metal,Rock",6.8,Brian Howe
Tilly and the Wall,"Electronic,Rock",7.6,Brian Howe
Regina Spektor,Rock,7.5,Stephen M. Deusner
Sonic Youth,Rock,7.5,Brandon Stosuy
Rose Melberg,Rock,3.9,Marc Hogan
7 Year Rabbit Cycle,,6.7,Zach Baron
Extra Golden,Global,7.1,Matthew Murphy
Harry Nilsson,Rock,6.5,Dominique Leone
Danger Doom,Rap,4.6,Rob Mitchum
Lair of the Minotaur,"Metal,Rock",6.1,Cory D. Byrom
Psapp,"Electronic,Pop/R&B",7.0,Mark Richardson
Om,"Metal,Rock",7.3,Brandon Stosuy
Portastatic,"Experimental,Rock",7.4,David Raposa
Six Organs of Admittance,Experimental,8.0,Brandon Stosuy
Loscil,Electronic,5.6,Mark Richardson
Archie Bronson Outfit,"Electronic,Rock",7.9,John Motley
Kieran Hebden,Electronic,7.0,Alex Linhardt
El Perro Del Mar,Rock,8.1,Stephen M. Deusner
Boyracer,Rock,6.6,Stuart Berman
Ronnie Spector,Rock,3.7,Marc Hogan
Oakley Hall,Rock,7.1,Jason Crock
The Russian Futurists,Rock,8.1,Marc Hogan
Be Your Own Pet,"Electronic,Experimental,Rock",8.2,David Raposa
Primal Scream,Rock,2.3,Tom Breihan
Radio 4,"Electronic,Rock",3.6,David Raposa
Purple City,Rap,5.0,Zach Baron
Augie March,Rock,7.5,Joe Tangari
Camera Obscura,Rock,7.8,Brian Howe
Russian Circles,"Metal,Rock",6.4,Jason Crock
Uusitalo,Electronic,7.3,Philip Sherburne
Wolves in the Throne Room,Metal,7.7,Cory D. Byrom
M.A.N.D.Y.,Electronic,7.8,Tim Finney
Matthew Herbert,Electronic,8.8,Jess Harvell
Kaito,Electronic,5.4,Jess Harvell
Oh No! Oh My!,Rock,7.4,Adam Moerder
Charalambides,"Experimental,Rock",7.7,Matthew Murphy
Jamie Lidell,Pop/R&B,7.8,Mark Pytlik
Juana Molina,Folk/Country,7.8,Mark Richardson
Feu Thérèse,"Electronic,Rock",6.7,Alex Linhardt
Pinetop Seven,Rock,7.6,Stephen M. Deusner
NOMO,"Global,Jazz,Pop/R&B",8.4,Joe Tangari
Amy Millan,Rock,5.9,Ryan Dombal
Azita,Rock,3.2,William Bowers
Matthew Sweet,Rock,6.7,Marc Hogan
Glenn Kotche,Experimental,7.0,John Motley
Pet Shop Boys,Electronic,6.5,Nitsuh Abebe
Deerhoof,Experimental,7.3,Rob Mitchum
Imaad Wasif,Rock,6.5,John Motley
NOFX,"Metal,Rock",6.7,Zach Baron
Vetiver,Rock,7.3,Matthew Murphy
Johnny Cash,Folk/Country,8.5,Stephen M. Deusner
Boards of Canada,Electronic,6.0,Mark Pytlik
Human Television,Rock,7.0,Rachel Khong
Ane Brun,"Folk/Country,Pop/R&B",7.7,Mark Pytlik
Hot Chip,Electronic,8.1,Sean Fennessey
The Go! Team,Rock,4.5,Rob Mitchum
Diane Cluck,Folk/Country,6.1,Matthew Murphy
Bird Show,Electronic,5.6,Cory D. Byrom
The Black Angels,"Electronic,Rock",7.2,Brian Howe
Home,Rock,7.3,Judson Picco
Phoenix,Rock,8.0,Rob Mitchum
Jarvis Cocker & Steve Mackey,,7.3,John Motley
Whitehouse,"Electronic,Experimental",7.6,Alex Linhardt
Lansing-Dreiden,Rock,7.7,Brian Howe
Keene Brothers,Rock,6.3,John Motley
Mission of Burma,,8.3,David Raposa
The Charlatans,Rock,5.4,Stuart Berman
Jon Auer,Pop/R&B,7.5,Joe Tangari
DAT Politics,Electronic,7.8,Mark Richardson
Snow Patrol,Rock,6.6,Marc Hogan
The Walkmen,Rock,6.5,Matt LeMay
Xiu Xiu,"Experimental,Rock",5.5,Brian Howe
Ekkehard Ehlers,"Electronic,Rock",8.3,Mark Richardson
Shogun Kunitoki,"Electronic,Rock",7.8,Brandon Stosuy
Dinosaur Jr.,Rock,7.1,Jess Harvell
Klimek,Electronic,4.4,Mark Richardson
Blight,Metal,5.3,Cory Byrom
Karl Blau,Folk/Country,7.6,John Motley
The Rogers Sisters,Rock,6.8,Brian Howe
Paik,Rock,7.4,Matthew Murphy
The Black Heart Procession,Rock,8.0,Joe Tangari
Cam'ron,Rap,6.7,Ryan Dombal
Georgia Anne Muldrow,Pop/R&B,5.7,Will Dukes
The Big Eyes Family Players,Folk/Country,7.1,Matthew Murphy
The Coup,Rap,7.9,Peter Macia
Twilight Singers,Rock,7.9,Stephen M. Deusner
Espers,Rock,7.9,Amanda Petrusich
The Futureheads,"Electronic,Rock",7.7,Sam Ubl
Liz Durrett,Folk/Country,5.6,Ryan Dombal
Shooting at Unarmed Men,"Metal,Rock",6.1,Stuart Berman
The Howling Hex,Rock,6.1,William Bowers
Mountains,,6.5,Mark Richardson
Aereogramme,Rock,6.8,David Raposa
Dirty Pretty Things,"Electronic,Rock",7.0,Adam Moerder
Ladytron,"Electronic,Rock",4.0,Nitsuh Abebe
The Raconteurs,Rock,7.3,Rob Mitchum
Candi Staton,Rock,5.6,Marc Hogan
Kimya Dawson,Rock,6.8,Mia Lily Clarke
The Durutti Column,Electronic,7.5,Alex Linhardt
King Biscuit Time,Electronic,7.5,Jess Harvell
Beirut,Rock,7.7,Brandon Stosuy
OvO,Experimental,6.9,Zach Baron
The Pinker Tones,Pop/R&B,7.3,Mark Richardson
Centro-matic,Rock,8.1,William Bowers
Paul Simon,Rock,5.1,Marc Hogan
Danielson Famile,Rock,9.1,Ryan Schreiber
Norfolk & Western,Rock,6.7,Jason Crock
Creeper Lagoon,Rock,7.0,Stuart Berman
Shearwater,Rock,7.6,Jason Crock
Red Hot Chili Peppers,Rock,4.7,Rob Mitchum
Grandaddy,Rock,6.8,Marc Hogan
Cities,Rock,5.9,Jason Crock
Jel,Rap,6.0,Brian Howe
Matmos,Experimental,8.0,Brandon Stosuy
Scott Walker,Rock,9.0,Dominique Leone
Beans,Rap,5.9,Matthew Murphy
Zach Hill and Mick Barr,,6.8,Mia Lily Clarke
The Stills,"Electronic,Rock",6.7,Brian Howe
Gnarls Barkley,"Rap,Rock",7.7,Nitsuh Abebe
Wire,Rock,10.0,Joe Tangari
Placebo,Rock,5.1,Joe Tangari
Rahim,"Rap,Rock",7.5,Brian Howe
Jesu,"Metal,Rock",7.9,Brandon Stosuy
Frog Eyes,Rock,8.6,Brandon Stosuy
Chicago Underground Duo,,6.7,Chris Dahlen
Cadence Weapon,Rap,8.0,Peter Macia
Sunset Rubdown,"Experimental,Rock",8.6,Brandon Stosuy
Ellen Allien,Electronic,8.5,Philip Sherburne
Billy Bragg,Rock,7.4,Stephen M. Deusner
Spank Rock,Rap,6.5,Sean Fennessey
